stock_code,company_name,annual_gross_margin,asset_turnover_annual,cash_share_annual,current_ratio_annual,eps_basic_excl_extra_annual,fcf_share_ttm,inventory_turnover_annual,lt_debt_equity_annual,net_interest_coverage_annual,net_profit_margin_annual,operating_margin_annual,quick_ratio_annual,receivables_turnover_annual,roe_ttm,roi_annual,roa_rfy,tangible_book_annual,total_debt_cagr_5y,total_debt_equity_annual
2892,Million Cities Holdings Ltd,37.53994,0.09267,1.11833,1.26865,0.02743,-99999.99,0.11299,0.0,-99999.99,4.98696,19.88066,0.47716,944.7573,4.62836,1.94161,0.46216,1.25024,-99999.99,38.26544
2898,Longrun Tea Group Company Ltd,41.58438,0.39984,0.03524,2.25064,-0.0487,-0.03593,19.77304,2.51338,-99999.99,-123.743,-121.4548,2.22609,1.44441,-49.47728,-70.15235,-49.47728,0.04249,89.72583,6.97584
2899,Zijin Mining Group Co Ltd.,10.37892,1.14991,0.31741,0.85708,0.2108,-0.17385,8.85262,50.94177,6.75939,3.71857,5.25325,0.41087,139.3029,4.43921,6.59777,4.27603,1.22635,15.87854,91.53659
2929,Bay Area Gold Group Ltd,16.47459,0.08374,0.23071,0.17331,-2.15659,-99999.99,5.19075,20.67281,-0.07215,-60.70243,-35.54302,0.12827,3.58752,-2.35094,-6.85408,-5.08337,3.46539,-9.18519,50.08212
2931,Safety Godown Company Limited,-99999.99,0.02843,2.57907,21.90528,-0.72228,-0.15112,-99999.99,0.0,0.21152,-212.5738,-202.9452,-99999.99,29.854,-6.04372,-6.1078,-6.04372,11.15904,-99999.99,0.0
2933,Fire Rock Holdings Ltd,93.49371,0.9463,0.29664,20.74341,0.24924,0.38913,-99999.99,1.83961,-99999.99,68.68903,83.44056,-99999.99,2.96987,77.08789,68.28064,65.00024,0.43568,-99999.99,2.53399
2934,The Hong Kong Building and Loan Agency,10.03101,0.17488,0.02973,1.60469,-0.42591,-0.05071,64.07593,0.0,-2.1427,-264.889,-226.7033,1.59078,1.38634,-46.32445,-99999.99,-46.32445,0.25237,-50.30007,15.86904
2937,China Best Group Holding Ltd,14.52512,0.2921,0.0971,10.14733,-0.10431,-99999.99,-99999.99,0.4905,-11.49862,-29.28151,-28.37958,-99999.99,2.19455,-9.23704,-8.99772,-8.55323,1.03471,0.84185,2.62431
2938,Kiu Hung International Holdings Ltd,20.848,0.22964,0.03745,0.3365,-0.62204,-99999.99,3.34043,1.05946,-0.68649,-151.1988,-44.73374,0.28627,6.42798,-39.30315,-74.04609,-34.72166,0.65781,31.54159,101.4505
2939,MOS House Group Ltd,56.16534,0.50511,0.0275,1.13544,-0.00328,0.23162,0.82602,50.26593,0.89499,-0.50355,6.51239,0.70842,3.06864,-0.25435,-0.66851,-0.25435,0.4362,6.26379,220.5445
2940,Allied Group Limited,90.63189,0.10544,3.45918,2.75516,0.71977,0.96826,2668.0,36.80469,-99999.99,62.97841,57.69323,2.75514,2.60726,4.33826,12.16904,6.64048,7.94883,9.89923,64.50072
2941,CASH Financial Services Group Limited,77.86068,0.06608,1.57211,1.41481,-0.46026,0.32805,-99999.99,3.66305,-42.41388,-108.743,-105.9623,-99999.99,0.36141,-7.58442,-20.66817,-7.18537,1.95952,-7.70341,35.59844
2942,Celestial Asia Securities Holdings Ltd,42.97545,1.40033,5.39212,0.6102,-2.34006,5.19393,13.97031,136.4178,-0.20165,-7.23117,-1.81738,0.5273,1051.739,-6.03614,-24.43962,-10.12606,2.73896,7.60589,308.7513
2943,Affluent Partners Holdings Ltd,25.49519,0.51305,0.18644,2.10855,-1.55332,-0.0071,1.78725,6.94099,-0.56433,-251.6762,-243.1049,1.60201,3.70114,-129.123,-194.8229,-129.123,0.46019,-2.66041,46.39736
2945,Boill Healthcare Holdings Ltd,10.14461,0.04472,0.1082,0.19758,-0.20876,0.07452,1.33956,52.08236,-0.35369,-210.4276,-108.737,0.1723,8.02021,-9.41135,-32.83206,-9.41135,0.44876,55.17275,292.3683
2947,China Sinostar Group Company Ltd,31.40059,0.14921,0.06488,7.38549,-0.11623,-0.10968,0.22652,11.1081,-6.256,-34.69379,-26.69402,2.42835,1.13808,-5.17665,-6.99248,-5.17665,1.40484,-9.51439,11.53819
2948,Summit Ascent Holdings Ltd,94.95117,0.24339,0.47716,3.2272,0.05092,0.01973,9.26822,0.3124,-99999.99,20.05401,26.02474,3.21673,29.57296,-1.76299,6.58099,4.88104,0.9114,-99999.99,14.00624
